2,1045,"DOMINGO DIEZ",CUERNAVACA,MORELOS,01777,3723315/3316/3320,,Ext103
2,2090,ANGELÓPOLIS,"SAN ANDRES CHOLULA",PUEBLA,01222,2250282/2250516/2250825/2250839/2251836,2252436/2253044,Ext105
2,2731,"EL MOLINITO","APETATITLAN DE ANTONIO CARVAJAL",TLAXCALA,01246,4687525/4687526/4687527/4687528/4687529/4687530,,
2,2732,"HOSPITAL GENERAL",PUEBLA,PUEBLA,01222,3953447/3953448/3953506/3953485/3953519/3953376,,
2,3588,PARAISO,TEMIXCO,MORELOS,01777,3269292/3254212/3254319/3254782/3256025/3256304,,
2,3853,"SAN MANUEL",PUEBLA,PUEBLA,01222,2449433/2449696/2449711/2451700,2451799,Ext105
2,3864,REFORMA,PUEBLA,PUEBLA,01222,2484711/2484866/2485086/2485300,,Ext102/104
2,3886,"LAS ANIMAS",PUEBLA,PUEBLA,01222,2318694/2318696/2318697/2480223/2480090,2489788,Ext105
2,3929,"SALINA CRUZ II","SALINA CRUZ",OAXACA,01971,7161774al782,,
2,4090,"LOS ATRIOS CUAUTLA",CUAUTLA,MORELOS,01735,1222329AL38,,Ext102
2,5727,JIUTEPEC,JIUTEPEC,MORELOS,01777,3091723/1880/2024AL30,,Ext105
2,1108,ALTOZANO,MORELIA,MICHOACAN,01443,3405465/3404483/84/85/86/87,014433405465,
2,2050,URUAPAN,URUAPAN,MICHOACAN,01452,1191409al20,1191408,1191408
2,2343,TOLUCA,TOLUCA,"EDO MEX",01722,2199100/01/02/05/06/07,,
2,2381,MORELIA,MORELIA,MICHOACAN,01443,3274800AL10,EXT170Y171,EXT202
2,2734,"PLAZA ANA",ZAMORA,MICHOACAN,01351,5151302/03/37/42/47/88,1225613,Ext102
2,3198,"LA PIEDAD","CERRO GRANDE",MICHOACAN,01352,5256266/5256267/5256268/5256269/5256270,5256271,
2,3355,"ESTADIO MORELIA",MORELIA,MICHOACAN,01443,1761531al36,1761535,Ext102
2,3554,"MIL CUMBRES",MORELIA,MICHOACAN,01443,3347332,014433332289,105
2,3790,METEPEC,TOLUCA,"EDO MEX",01722,2123848/50/51/55,,Ext102/103
2,5702,SANTIN,TOLUCA,"EDO MEX",01722,2104044/2104046,,
2,5791,ZINACANTEPEC,TOLUCA,"EDO MEX",01722,2785158/0896/5104,,Ext149/150
2,5825,"ALFREDO DEL MAZO",TOLUCA,"EDO MEX",01722,2371939/2113/1407,,Ext103
2,1022,"LÓPEZ MATEOS",GUADALAJARA,JALISCO,0133,36127111/6799/6922,,Ext102y103
2,1119,COLÓN,GUADALAJARA,JALISCO,0133,36871860/36871847AL55,,Ext105
2,1403,CHAPALA,CHAPALA,JALISCO,01376,7663280/3285/3426/3716/3858/4056,,
2,1686,"LA CIMA",ZAPOPAN,JALISCO,0133,38341558/38341411/38341369,,
2,2342,VALLARTA,GUADALAJARA,JALISCO,0133,36732323/36732707/36732326/36732451,,Ext102y103
2,3113,NILO,GUADALAJARA,JALISCO,0133,36805489/6263/9084/9372,,Ext105
2,3631,TONALÁ,GUADALAJARA,JALISCO,0133,36027120AL25,36027131,
2,3721,"ÁVILA CAMACHO",GUADALAJARA,JALISCO,0133,31110054/55/56/57/58/59/60/61,31110062,31110064fax
2,3856,"PLAZA MÉXICO",GUADALAJARA,JALISCO,0133,38131336/38131032/38132966,38132474/38132966/38131336/38131678,
2,3861,REVOLUCIÓN,GUADALAJARA,JALISCO,0133,36354240/2725/9799/36356217/38384370,36390672,
2,3878,"NIÑO OBRERO",GUADALAJARA,JALISCO,0133,31210824y31210419,,
2,3928,"GUADALAJARA PARQUES",ZAPOPAN,JALISCO,0133,16571454y16571457,,Ext102y103
2,4012,"JARDINES DEL SOL",GUADALAJARA,JALISCO,0133,36322579/40/2658/,,
2,4071,PATRIA,ZAPOPAN,JALISCO,0133,36101902/1416/1570/1894/1448/1355,,Ext:102y103
2,4540,"16 DE SEPTIEMBRE",GUADALAJARA,JALISCO,0133,36583381/82/86/88,,
2,1140,"PLAZA SAN PEDRO",MEXICALI,"BAJA CALIFORNIA",01686,5645459/5645396/5645382,EXT102,EXT105
2,2023,"MACRO PLAZA INSURGENTES",TIJUANA,"BAJA CALIFORNIA",01664,6250067/0069/0130/0146/0160/0165/0172/0174/0178/0230,,FAX016646250253
2,2042,"NOGALES EL GRECO",NOGALES,SONORA,01631,3147940/3146522/3147125/3148018/3149013,,3193056
2,2304,MEXICALI,MEXICALI,"BAJA CALIFORNIA",01686,5613611/5618501/5619638,,Ext103
2,2947,"ENSENADA CENTRO",ENSENADA,"BAJA CALIFORNIA",01646,6461765062,,
2,3015,ENSENADA,ENSENADA,"BAJA CALIFORNIA",01646,1733079/3076/3080/3092/3064/3068/3072/3069/3065/3059,6461733098,FaxExt105
2,3664,"DIAZ ORDAZ",TIJUANA,"BAJA CALIFORNIA",01664,9027085/9027464,,102Y103
2,4011,"TIJUANA HIPODROMO",TIJUANA,"BAJA CALIFORNIA",01664,6816150/6815682/6815400/6814718/6814668/6814493,,102Y103
2,4026,"GALERÍAS DEL VALLE",MEXICALI,"BAJA CALIFORNIA",01686,5680579/5680336/5680546/5680264/5680497/5559637/5559671/5680062/5680259/5558597,,
2,4155,"TIJUANA 2000",TIJUANA,"BAJA CALIFORNIA",01664,211865960/2118638/2118570/211633/2118555,,
2,4187,"PLAYAS DE ROSARITO",ROSARITO,"BAJA CALIFORNIA",01661,6139244al54,,
2,1489,"HIPERPLAZA TEXCOCO",TEXCOCO,"EDO. DE MEX.",01595,9251524/1611/1686/1749/1757/1762/1768/1817/1932/1972,,
2,1724,"LOS REYES",ZUMPANGO,"EDO. DE MEX.",01591,9185485/5193/5222/5234/5296/5374,"Ext103,105y102",
2,2219,JOROBAS,HUEHUETOCA,"EDO. DE MEX.",01593,9111161/1163/1174/2292/0258,,
2,3061,"COMBO PACHUCA",PACHUCA,HIDALGO,0177,17197558/6551/6648/6750/6931/6944,,Ext105
2,3356,"LAZARO CARDENAS","LAZARO CARDENAS",MICHOACAN,01753,017535414283,,"Ext105,103y102"
2,3503,"ECATEPEC CENTRO","ECATEPEC DE MORELOS","EDO. DE MEX.",0155,15505024/15504116,,
2,3900,COACALCO,COACALCO,"EDO. DE MEX.",0155,58985268/0637/0468/0463,,
2,4018,"SANTA MARÍA COACALCO",COACALCO,"EDO. DE MEX.",0155,"26441834/26441871,73/10398231/10398632",,EXT102
2,4109,"PUERTA TEXCOCO",TEXCOCO,"EDO. DE MEX.",01595,9211944/0647/0668/0933/1275/1500/1506/1567/1573/1587,,
2,1107,IXTAPALUCA,IXTAPALUCA,"EDO. DE MEX.",0155,59727443/26066410/6434/6809,,26069551
2,1171,"SAN JOSÉ TECAMAC",TECAMAC,"EDO. DE MEX.",0155,59360265/4429/13839725AL27,,EXT105
2,1202,HORIZONTE,"VALLE DE CHALCO","EDO. DE MEX.",0155,16433246/1677/1683/2067/3430/3449,,Ext102
2,1683,"VICENTE GUERRERO",CHALCO,"EDO. DE MEX.",0155,59828595/8598/8603/8607/8668,,Ext105
2,2840,"INSURGENTES CHETUMAL",CHETUMAL,"QUINTANA ROO",01983,1185175/76,,
2,3016,"MACRO PLAZA HEROES TECAMAC",TECAMAC,"EDO. DE MEX.",0155,17386520/4518/4532/4563/4804,,Ext105
2,4546,ZACATECAS,ZACATECAS,ZACATECAS,01492,9251054/9251056,,Ext102y103
2,5765,"LAS AMERICAS","ECATEPEC DE MORELOS","EDO. DE MEX.",0155,24864046AL52,24864056,Ext105
2,1054,"COLIMA NORTE",COLIMA,COLIMA,01312,3235319AL22/3235324AL26,,Ext105
2,2345,TEPEYAC,MEXICO,D.F.,0155,55170398/0336/0257/3067,EXT102,
2,3506,"SIMBOLOS PATRIOS",OAXACA,OAXACA,01951,1449101/1449104/1449105/1449106,,Ext105/103
2,3846,BUENAVISTA,MEXICO,D.F.,0155,55663711/3037,55460747,55667440
2,3877,"TORRES  LINDAVISTA",MEXICO,D.F.,0155,57527060/57527255/57527489,,Ext103
2,3879,"COLIMA NIÑOS HÉROES",COLIMA,COLIMA,01312,3131177/3131155,3131150,Ext102y103
2,4062,MANZANILLO,MANZANILLO,COLIMA,01314,3333844/3343550/3343551/3343584/3343603/3343614/3343618/3343623/3343683/3343703,,
2,4547,"EDUARDO MOLINA",MEXICO,D.F.,0155,57505328AL35,,EXT105
2,1015,IRAPUATO,IRAPUATO,GUANAJUATO,01462,6352067AL74,014626352078,6352075FAXEXT105
2,1195,"GALERIAS LAS TORRES",LEON,GUANAJUATO,01477,7765300/05/647765520/7766205/7766691,7767259/7767396,7767822
2,2091,"EL SAUZ",CELAYA,GUANAJUATO,01461,1577206/6176168/230/276/296/461,467/594,Ext102106
2,2356,QUERETARO,QUERETARO,QUERETARO,01442,2101860/68,2101871,"171,173,188Y126"
2,2433,"TORRES LANDA",LEON,GUANAJUATO,01477,7618274AL83,,7618284
2,2541,SALAMANCA,SALAMANCA,GUANAJUATO,01464,6413129/6412595/6412614/6412778/6412874/6412897,,Ext102103y105
2,2733,PONIENTE,QUERETARO,QUERETARO,01442,1992850/51/52/53/54/55y56,1992857,
2,2946,PUEBLITO,CORREGIDORA,QUERETARO,01442,2253770/1770/9176/4304/4492/5705/5863,,
2,3031,IRRIGACION,CELAYA,GUANAJUATO,01461,6087737/6087292/6086514/6086683/6086799,,"Ext102,103"
2,3357,"IRAPUATO SUR",IRAPUATO,GUANAJUATO,01462,6221492/6221171/6221921/6222739,,Ext105
2,3586,JURIQUILLA,QUERETARO,QUERETARO,01442,1998312/8314/8315/8316/8317,1998309,
2,3745,CLOUTHIER,LEON,GUANAJUATO,01477,7811926AL35,,Ext105
2,5687,"BLVD. DELTA",LEON,GUANAJUATO,01477,1945864/1945902,,
2,5749,"PLAZA DE TOROS, QRO.",QUERETARO,QUERETARO,01442,2423773/2150892/2155219/215490/2156484/2156694/2156856,,"Ext102,103y106"
2,1031,"TABASCO 2000",VILLAHERMOSA,TABASCO,01993,3545911/5981/6029/6199,3541352/5952/5033,3546239
2,2218,TUXPAN,TUXPAN,VERACRUZ,01783,8344543/8345835/8349204/8351046/8356110/8356123,,
2,2463,VERACRUZ,VERACRUZ,VERACRUZ,01229,9890202,,Ext198
2,2468,"CD. DEPORTIVA",VILLAHERMOSA,TABASCO,01993,3523209AL17,3523218,3523218
2,2839,"XALAPA SUR",XALAPA,VERACRUZ,01228,1681123AL28,,Ext102
2,3293,"BLVD. RUIZ CORTINEZ",VILLAHERMOSA,TABASCO,01993,316778631639183164591316476831656703165990,,
2,3893,JALAPA,JALAPA,VERACRUZ,01228,8140004,8143922,Ext105
2,3894,"VILLAHERMOSA I",VILLAHERMOSA,TABASCO,01993,3123314/3123303,,3127890
2,3909,CÓRDOBA,FORTíN,VERACRUZ,01271,7161541/7162129/7162719/7163743/7164141,7164770/7164879/7165649/7165690,Ext105
2,4120,"POZA RICA","POZA RICA",VERACRUZ,01782,1115443/1115462AL70,,1115471
2,4122,"PLAYA NORTE",VERACRUZ,VERACRUZ,01229,9240377/9240290/9240289/9240328/9240397/9240400/9240449/9240456/9240457/9240460,,
2,1003,"PLAYA DEL CARMEN","PLAYA DEL CARMEN","QUINTANA ROO",01984,8030911/0089/0316/0335/0363,8030080,8033035
2,1016,"MERIDA NORTE",MERIDA,YUCATAN,01999,9415863/5864/5865/5866/5867/5868/5869/5869/5870,"Ext103,105y102",
2,1084,NICHUPTE,CANCUN,"QUINTANA ROO",01998,8023064AL72,,8023073
2,1685,"AEROPUERTO CAMPECHE","CD DEL CARMEN",CAMPECHE,01938,1111299AL304,,
2,2383,MÉRIDA,MERIDA,YUCATAN,01999,9261978,,9260106
2,2384,"CANCUN I",CANCUN,"QUINTANA ROO",01998,8840737/8840755/8843448/8841474/8841264,,Ext105
